CAPSCUOLA;CODICEISTITUTORIFERIMENTO;CODICESCUOLA;DENOMINAZIONEISTITUTORIFERIMENTO;DENOMINAZIONESCUOLA;DESCRIZIONECOMUNE;DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA;INDIRIZZOEMAILSCUOLA;INDIRIZZOSCUOLA;PROVINCIA;REGIONE;SITOWEBSCUOLA; LONGITUDINE; LATITUDINE
30027;VEIC824008;VEIC824008;ROMOLO  ONOR;ROMOLO  ONOR;SAN DONA' DI PIAVE;ISTITUTO COMPRENSIVO;VEIC824008@istruzione.it;VIA NAZARIO SAURO N. 11;VENEZIA;VENETO;Non Disponibile;12.5691508;45.6320912
32021;BLIC828007;BLEE828019;IC AGORDO A. PERTILE;TITO LIVIO BURATTINI;AGORDO;SCUOLA PRIMARIA;BLIC828007@istruzione.it;VIALE SOMMARIVA 15;BELLUNO;VENETO;www.istitutocomprensivoagordo.it;12.032983;46.283003
37054;VRIC857007;VRIC857007;IC NOGARA;IC NOGARA;NOGARA;ISTITUTO COMPRENSIVO;VRIC857007@istruzione.it;VIA G. GALILEI6;VERONA;VENETO;Non Disponibile;11.062897;45.1763941
36010;VIIC85200Q;VIAA85203P;IC ARSIERO  P.MAROCCO;IC ARSIERO -POSINA;POSINA;SCUOLA INFANZIA;VIIC85200Q@istruzione.it;VIA SAREGO;VICENZA;VENETO;http://www.icarsiero.gov.it;11.3316628;45.6786548
36061;VIIC88200G;VIIC88200G;IC 2   BASSANO DEL GRAPPA;IC 2   BASSANO DEL GRAPPA;BASSANO DEL GRAPPA;ISTITUTO COMPRENSIVO;VIIC88200G@istruzione.it;VIA MONS. RODOLFI;VICENZA;VENETO;Non Disponibile;11.7248667;45.7481435
35010;PDIC86400L;PDMM86402P;DI VILLAFRANCA PADOVANA;RITA LEVI MONTALCINI;CAMPODORO;SCUOLA PRIMO GRADO;PDIC86400L@istruzione.it;VIA DOURANDINA  45/47;PADOVA;VENETO;www.icvillafranca.it;11.751446;45.4946825
35142;PDIC887009;PDEE88701B;XI IC DI PADOVA  VIVALDI;V. ZANIBON;PADOVA;SCUOLA PRIMARIA;PDIC887009@istruzione.it;VIA SIRACUSA 12;PADOVA;VENETO;www.icvivaldi.it;11.8624153;45.3939357
37142;VRIC887003;VREE887026;IC VR 16 VALPANTENA;QUINTO - ALEARDI A.;VERONA;SCUOLA PRIMARIA;VRIC887003@istruzione.it;VIA VAJO ANGUILLA 7;VERONA;VENETO;www.ic16verona.gov.it;11.0175941;45.4950325
32032;BLIC83300P;BLAA83305Q;IC  FELTRE;TOMO;FELTRE;SCUOLA INFANZIA;BLIC83300P@istruzione.it;VIA CROSERE 12;BELLUNO;VENETO;www.comprensivofeltre.it;11.8950951;46.0044749
31100;TVIS019001;TVIS019001;IS PALLADIO;IS PALLADIO;TREVISO;ISTITUTO SUPERIORE;TVIS019001@istruzione.it;VIA  A.TRONCONI N. 22;TREVISO;VENETO;Non Disponibile;12.2214618;45.6788232
31020;TVIC86000B;TVEE86001D;IC SAN POLO  L.LUZZATTI;CESARE AMBROSETTO;SAN POLO DI PIAVE;SCUOLA PRIMARIA;TVIC86000B@istruzione.it;VIA ROMA 36;TREVISO;VENETO;www.icsanpolodipiave.gov.it;12.25839;45.71429
37045;VRIC89700N;VREE89701Q;IC 02 LEGNAGO;ETTORE RIELLO PORTO;LEGNAGO;SCUOLA PRIMARIA;VRIC89700N@istruzione.it;VIA GIORDANO BRUNO 3;VERONA;VENETO;www.legnago2.gov.it;11.3173911;45.1947662
45037;ROIC80000E;ROMM80005Q;CASTELMASSA;MELARA;MELARA;SCUOLA PRIMO GRADO;ROIC80000E@istruzione.it;VIALE GARIBALDI;ROVIGO;VENETO;www.comprensivocastelmassa.it;11.197933;45.0627285
37060;VRIC881004;VRIC881004;IC RITA LEVI MONTALCINI;IC RITA LEVI MONTALCINI;BUTTAPIETRA;ISTITUTO COMPRENSIVO;VRIC881004@istruzione.it;VIALE DELL'AGRICOLTURA 3;VERONA;VENETO;Non Disponibile;10.9824308;45.4182461
37023;VRIC815005;VRMM815016;IC GREZZANA;GREZZANA - G. PASCOLI;GREZZANA;SCUOLA PRIMO GRADO;VRIC815005@istruzione.it;VIA  GENERALE V. E. ROSSI 16;VERONA;VENETO;www.grezzanascuole.gov.it;11.0154283;45.5168554
30174;VEIC82700Q;VEEE82703X;GIULIO CESARE PAROLARI;RITA LEVI MONTALCINI;VENEZIA;SCUOLA PRIMARIA;VEIC82700Q@istruzione.it;VIA VICENTINO 3/G;VENEZIA;VENETO;www.icparolari.gov.it;12.1949946;45.5293131
30035;VEIC85600Q;VEEE856041;I.C. GIOVANNI GABRIELI;SILVIO PELLICO;MIRANO;SCUOLA PRIMARIA;VEIC85600Q@istruzione.it;VIA CHIESA 26;VENEZIA;VENETO;www.icgabrielimirano.gov.it;12.0530724;45.4915644
35026;PDIS003009;PDTD00301G;CATTANEO-MATTEI;ITC MATTEI (S.A. IS MONSELICE-CONSELVE);CONSELVE;ISTITUTO TECNICO COMMERCIALE;PDIS003009@istruzione.it;VIA        L. TRAVERSO 6;PADOVA;VENETO;www.iscattaneo.it;11.87437;45.23649
31020;TVIC847001;TVEE847024;IC SAN VENDEMIANO;G. VERDI;SAN VENDEMIANO;SCUOLA PRIMARIA;TVIC847001@istruzione.it;VIA GARIBALDI;TREVISO;VENETO;wwwicsanvendemiano.gov.it;12.3299475;45.8859008
36070;VIIC84600C;VIMM84601D;IC ALTISSIMO UNGARETTI;SMS UNGARETTI ALTISSIMO;ALTISSIMO;SCUOLA PRIMO GRADO;VIIC84600C@istruzione.it;VIA  BAUCI 27;VICENZA;VENETO;www.comprensivoungaretti.it;11.231285;45.615068
30121;VEEE01000C;VEEE01001D;MARCO FOSCARINI (ANN.CONVITTO);MARCO FOSCARINI (ANN. CONVITTO);VENEZIA;SCUOLA PRIMARIA;VEEE01000C@istruzione.it;SESTIERE CANNAREGIO 4941;VENEZIA;VENETO;convittofoscarini.it;12.326393;45.4467816
32010;BLIC81700R;BLEE817031;IC  FORNO DI ZOLDO;FRAZ. FUSINE - ZOLDO ALTO;ZOLDO ALTO;SCUOLA PRIMARIA;BLIC81700R@istruzione.it;VIA FUSINE 1;BELLUNO;VENETO;www.zoldoscuola.eu;12.1307556;46.3738662
30020;VEIC825004;VEMM825037;IPPOLITO NIEVO;LEONARDO DA VINCI;GRUARO;SCUOLA PRIMO GRADO;VEIC825004@istruzione.it;VIA ROMA 11;VENEZIA;VENETO;www.icnievocinto.gov.it;12.3689784;45.580868
37069;VRIC86800N;VREE86802R;IC VILLAFRANCA CAVALCHINI MORO;VILLAFRANCA ALIGHIERI D.;VILLAFRANCA DI VERONA;SCUOLA PRIMARIA;VRIC86800N@istruzione.it;VIA L. PRINA 81;VERONA;VENETO;www.icsvillafranca.gov.it;10.8426121;45.357088
37011;VRIC83400E;VRMM83401G;IC BARDOLINO;BARDOLINO-FALCONE E BORSELLINO;BARDOLINO;SCUOLA PRIMO GRADO;VRIC83400E@istruzione.it;VIA        D.ALIGHIERI;VERONA;VENETO;www.ic-falconeborsellino.it;10.7192633;45.5503934
37030;VRIC81700R;VRAA81703Q;IC SAN GIOVANNI ILARIONE;SAN LEONARDO;VESTENANOVA;SCUOLA INFANZIA;VRIC81700R@istruzione.it;VIA CHIESA 23;VERONA;VENETO;www.icsgi.com;11.2267357;45.5741704
36030;VIIC82500B;VIAA825018;IC LUGO DI VICENZA NODARI;IC LUGO DI VICENZA - CAPOLUOGO;LUGO DI VICENZA;SCUOLA INFANZIA;VIIC82500B@istruzione.it;VIA SIOGGIO;VICENZA;VENETO;www.icslugodivicenza.gov.it/;11.5232893;45.7499419
30131;VEVC010004;VEVC010004;M. FOSCARINI;M. FOSCARINI;VENEZIA;CONVITTO NAZIONALE;VEVC010004@istruzione.it;CANNAREGIO 4941;VENEZIA;VENETO;www.liceofoscarini.it;12.326393;45.4467816
37134;VRIC851008;VRMM85102A;IC VR 10 BORGO ROMA EST;POLICLINICO  BORGO ROMA -I.C.10;VERONA;SCUOLA PRIMO GRADO;VRIC851008@istruzione.it;VIA DELLE MENEGONE;VERONA;VENETO;Non Disponibile;10.9949954;45.4058026
37129;VRIC88900P;VREE88901R;IC VR 18 VERONETTA- PORTO;MASSALONGO A.;VERONA;SCUOLA PRIMARIA;VRIC88900P@istruzione.it;VIA DELL.ARTIGLIERE 14;VERONA;VENETO;www.comprensivovr18.it;11.0041303;45.4377079
36030;VIIC81100D;VIEE81104P;IC VILLAVERLA  GOLDONI;VILLAVERLA - CAP.;VILLAVERLA;SCUOLA PRIMARIA;VIIC81100D@istruzione.it;VIA CARD. E. DALLA COSTA 2;VICENZA;VENETO;www.icvillaverla.it;11.4937077;45.651145
30036;VEIC82100R;VEIC82100R;F. E  P.  CORDENONS;F. E  P.  CORDENONS;SANTA MARIA DI SALA;ISTITUTO COMPRENSIVO;VEIC82100R@istruzione.it;VIALE RIMEMBRANZE N. 4;VENEZIA;VENETO;Non Disponibile;12.0349063;45.5066221
35040;PDIC854002;PDEE85407A;SOLESINO-STANGHELLA;GUGLIELMO MARCONI;VESCOVANA;SCUOLA PRIMARIA;PDIC854002@istruzione.it;VIA BASSA 6;PADOVA;VENETO;www.icsolesino-stanghella.gov.it;11.7127833;45.1334429
31045;TVIS01100A;TVTF011518;IS A.SCARPA;I.T.I.S.SERALE-SCARPA;MOTTA DI LIVENZA;ISTITUTO TECNICO INDUSTRIALE;TVIS01100A@istruzione.it;VIA I MAGGIO N.3;TREVISO;VENETO;www.isissmotta.it;12.6077326;45.7722926
31033;TVIC816009;TVEE81602C;IC CASTELFRANCO V.TO 2;ANGELO COLOMBO;CASTELFRANCO VENETO;SCUOLA PRIMARIA;TVIC816009@istruzione.it;VIA PUCCINI 17;TREVISO;VENETO;www.ic2castelfranco.gov.it;11.9311117;45.6701956
32043;BLIC81800L;BLIC81800L;IC CORTINA D'AMPEZZO;IC CORTINA D'AMPEZZO;CORTINA D'AMPEZZO;ISTITUTO COMPRENSIVO;BLIC81800L@istruzione.it;VIA DEL PARCO 13;BELLUNO;VENETO;Non Disponibile;12.1358153;46.5351159
37050;VRIC84200D;VRMM84202G;IC MINERBE;ROVERCHIARA;ROVERCHIARA;SCUOLA PRIMO GRADO;VRIC84200D@istruzione.it;PIAZZETTA UNITA' D'ITALIA 2;VERONA;VENETO;www.icminerbe.gov.it;11.0407953;45.5739975
37023;VRIC815005;VREE81506C;IC GREZZANA;GREZZANA;GREZZANA;SCUOLA PRIMARIA;VRIC815005@istruzione.it;VIALE DELLA RIMEMBRANZA 24;VERONA;VENETO;www.grezzanascuole.gov.it;11.01524;45.51883
45100;ROIC81900G;ROMM81901L;ROVIGO 4;A.RICCOBONI;ROVIGO;SCUOLA PRIMO GRADO;ROIC81900G@istruzione.it;VIA MOZART 8;ROVIGO;VENETO;www.comprensivorovigo4.it;11.7745988;45.0716754
30141;VEIC81400N;VEEE81403T;I.C. U. FOSCOLO MURANO-BURANO;ALVISE VIVARINI;VENEZIA;SCUOLA PRIMARIA;VEIC81400N@istruzione.it;VIA DELLA PASSAORA 6;VENEZIA;VENETO;http://www.icmuranoburano.gov.it;12.4084364;45.4580888
30032;VEIC86400P;VEAA86401G;I.C. ALVISE PISANI;BOSCO INCANTATO;FIESSO D'ARTICO;SCUOLA INFANZIA;VEIC86400P@istruzione.it;P.ZZA PERTINI;VENEZIA;VENETO;www.ICALVISEPISANI.IT;12.0314972;45.4184821
36061;VIPC04000X;VIPC04000X;LC    G.B. BROCCHI;LC    G.B. BROCCHI;BASSANO DEL GRAPPA;LICEO CLASSICO;VIPC04000X@istruzione.it;VIALE 11 FEBBRAIO 65;VICENZA;VENETO;www.liceobrocchi.vi.it;11.7402227;45.7608885
36031;VIIC86000P;VIAA86004P;IC DUEVILLE RONCALLI;CAV. DI VITTORIO V. -  DUEVILLE;DUEVILLE;SCUOLA INFANZIA;VIIC86000P@istruzione.it;VIA CAV. DI VITTORIO V.;VICENZA;VENETO;ICRONCALLI.IT;11.5552165;45.6386193
36076;VIIC848004;VIAA848022;IC RECOARO TERME FLORIANI;IC RECOARO - ROVEGLIANA;RECOARO TERME;SCUOLA INFANZIA;VIIC848004@istruzione.it;VIA PIAZZA 25;VICENZA;VENETO;viic848004@istruzione.it;11.25435;45.7058
30125;VEIC841002;VEIC841002;FRANCESCO MOROSINI;FRANCESCO MOROSINI;VENEZIA;ISTITUTO COMPRENSIVO;VEIC841002@istruzione.it;SESTIERE DI SANTA  CROCE  N.   1882;VENEZIA;VENETO;Non Disponibile;12.3291;45.44011
35012;PDIS00800C;PDIS00800C;IIS S.PERTINI-CAMPOSAMPIERO;IIS S.PERTINI-CAMPOSAMPIERO;CAMPOSAMPIERO;ISTITUTO SUPERIORE;PDIS00800C@istruzione.it;VIA PUCCINI27;PADOVA;VENETO;Non Disponibile;11.9339317;45.5637361
30141;VEIC81400N;VEMM81401P;I.C. U. FOSCOLO MURANO-BURANO;B. E A. VIVARINI - AGGR. I.C.;VENEZIA;SCUOLA PRIMO GRADO;VEIC81400N@istruzione.it;FONDAMENTA RADI         9/A;VENEZIA;VENETO;http://www.icmuranoburano.gov.it;12.3588951;45.4577824
35020;PDIC895008;PDEE89502B;ALBIGNASEGO;RAGGIO DI SOLE;ALBIGNASEGO;SCUOLA PRIMARIA;PDIC895008@istruzione.it;VIA S.BELLINO 157;PADOVA;VENETO;www.icalbignasego.gov.it;11.85009;45.36799
35030;PDIC85700D;PDAA85701A;ISTITUTO COMPRENSIVO LOZZO A.;GIALLOVERDEBLU;CINTO EUGANEO;SCUOLA INFANZIA;PDIC85700D@istruzione.it;VIA ROMA 38;PADOVA;VENETO;http://www.iclozzoatestino.gov.it;11.6870197;45.4247978
32030;BLIC82000L;BLEE82002Q;IC FONZASO;FRAZ. ARTEN;FONZASO;SCUOLA PRIMARIA;BLIC82000L@istruzione.it;VIA G. TOIGO 1;BELLUNO;VENETO;www.istitutocomprensivofonzaso.it;11.8299603;46.0046205
31031;TVIC82100R;TVMM82101T;IC CAERANO DI SAN MARCO;SMS CAERANO DI SAN MARCO (I.C.);CAERANO DI SAN MARCO;SCUOLA PRIMO GRADO;TVIC82100R@istruzione.it;VIA        DELLA PACE          1;TREVISO;VENETO;www.iccaerano.it;12.002792;45.789739
31044;TVIC87900C;TVEE87902G;IC MONTEBELLUNA 2;U. FOSCOLO;MONTEBELLUNA;SCUOLA PRIMARIA;TVIC87900C@istruzione.it;VIA ALTE3/A;TREVISO;VENETO;www.icmontebelluna2.gov.it;12.04814;45.75189
31038;TVIC868002;TVEE868069;I.C. C. CASTELLER;TREFORNI;PAESE;SCUOLA PRIMARIA;TVIC868002@istruzione.it;VIA TREFORNI;TREVISO;VENETO;WWW.ICPAESE.GOV.IT;12.1769435;45.6742676
30022;VEIC80500V;VEAA80503T;GUGLIELMO MARCONI;SCUOLA D'INF. G.RODARI;CEGGIA;SCUOLA INFANZIA;VEIC80500V@istruzione.it;VIA FOLEGOT 290;VENEZIA;VENETO;www.marconiceggia.gov.it;12.6457803;45.691218
36061;VIMM141007;VICT70300B;CPIA DI VICENZA;CTP DI BASSANO DEL GRAPPA (EX IC 2);BASSANO DEL GRAPPA;CENTRO TERRITORIALE;VIMM141007@istruzione.it;VIA MONSIGNOR RODOLFI 100;VICENZA;VENETO;Non Disponibile;11.7238025;45.7483953
36061;VIIC88100Q;VIEE88101T;IC 3  BASSANO DEL GRAPPA;BASSANO - ANGARANO;BASSANO DEL GRAPPA;SCUOLA PRIMARIA;VIIC88100Q@istruzione.it;VIA SABBIONARA2;VICENZA;VENETO;www.ic3bassano.gov.it;11.7249132;45.7672839
35040;PDIC87800E;PDMM87802L;LUIGI CHINAGLIA;URBANA SEZ.DI MONTAGNANA;URBANA;SCUOLA PRIMO GRADO;PDIC87800E@istruzione.it;VIA ROMA 38;PADOVA;VENETO;www.comprensivochinaglia.it;11.7117127;45.1866111
35010;PDIC84200Q;PDIC84200Q;DI CURTAROLO E CAMPO S.MARTINO;DI CURTAROLO E CAMPO S.MARTINO;CURTAROLO;ISTITUTO COMPRENSIVO;PDIC84200Q@istruzione.it;VIA KENNEDY 11;PADOVA;VENETO;Non Disponibile;11.885988;45.515284
31029;TVPC120008;TVPC120008;LICEO CLASSICO  FLAMINIO;LICEO CLASSICO  FLAMINIO;VITTORIO VENETO;LICEO CLASSICO;TVPC120008@istruzione.it;VIA DANTE 6;TREVISO;VENETO;www.liceoflaminio.gov.it;12.2988452;45.9892648
31020;TVMM140004;TVCT710007;CPIA ALBERTO MANZI DI TREVISO;CTP DI SAN POLO DI PIAVE;SAN POLO DI PIAVE;CENTRO TERRITORIALE;TVMM140004@istruzione.it;VIA ROMA 68;TREVISO;VENETO;Non Disponibile;12.2556596;45.719926
31053;TVIC84200T;TVMM84201V;IC PIEVE DI SOLIGO;SMS TONIOLO PIEVE DI SOLIGO(IC);PIEVE DI SOLIGO;SCUOLA PRIMO GRADO;TVIC84200T@istruzione.it;VIA G. BATTISTELLA 3;TREVISO;VENETO;www.icpieve.gov.it;12.168607;45.904561
37132;VRIC88500B;VRMM88501C;IC MAD. DI CAMPAGNA - S.MICHELE;GIOVANNI XXIII  -  M.L.KING;VERONA;SCUOLA PRIMO GRADO;VRIC88500B@istruzione.it;VIA MONTE BIANCO 14;VERONA;VENETO;http://www.icestverona.gov.it;11.0538208;45.4280076
37053;VRIS00100B;VRTD00101N;LEONARDO  DA VINCI;I.T.C. CEREA;CEREA;ISTITUTO TECNICO COMMERCIALE;VRIS00100B@istruzione.it;VIA        GANDHI;VERONA;VENETO;www.davincicerea.gov.it;11.2116239;45.1892323
45030;ROIC807009;ROMM80701A;ISTITUTO COMPRENSIVO VILLADOSE;D.ALIGHIERI -S.MARTINO DI V.ZZE;SAN MARTINO DI VENEZZE;SCUOLA PRIMO GRADO;ROIC807009@istruzione.it;VIA A.DE GASPERI 15;ROVIGO;VENETO;www.icvilladose.gov.it;11.4274179;44.9840204
35030;PDIC85200A;PDMM85202C;DI MESTRINO;VEGGIANO SEZ.DI MESTRINO;VEGGIANO;SCUOLA PRIMO GRADO;PDIC85200A@istruzione.it;VIA ROMA 8/10;PADOVA;VENETO;icsmestrino.gov.it;11.787644;45.429681
31046;TVIS00600V;TVRC00601T;IS A.V.OBICI;IST. PROFESS SERVIZI COMM.LI-SOCIO SANIT;ODERZO;IST PROF PER I SERVIZI COMMERCIALI E TURISTICI;TVIS00600V@istruzione.it;VIA STADIO 2/A;TREVISO;VENETO;www.isisobici.it;12.4872539;45.7875417
37127;VRIC87600L;VREE87602Q;IC  VR 04 PONTE CRENCANO;PISANO A.;VERONA;SCUOLA PRIMARIA;VRIC87600L@istruzione.it;VIA LUNGOLORI 1;VERONA;VENETO;www.pontecrencanoquinzanoavesa.it;10.9899034;45.4699333
37036;VRIC84000T;VREE84001X;IC S.MARTINO B.A.;S.MARTINO B.A.E.SALGARI;SAN MARTINO BUON ALBERGO;SCUOLA PRIMARIA;VRIC84000T@istruzione.it;VIA BENTEGODI 2;VERONA;VENETO;http://nuke.icsanmartinoscuole.it/;10.9908697;45.4359545
30034;VEIC868002;VEMM868013;I.C.  LUIGI NONO MIRA  I;GIACOMO  LEOPARDI;MIRA;SCUOLA PRIMO GRADO;VEIC868002@istruzione.it;VIA ENRICO TOTI N. 33;VENEZIA;VENETO;www.istitutocomprensivomira1.gov.it;12.1268844;45.4380075
32037;BLIC83200V;BLEE832044;IC  SEDICO;SOSPIROLO;SOSPIROLO;SCUOLA PRIMARIA;BLIC83200V@istruzione.it;VIA CAPOLUOGO 35;BELLUNO;VENETO;www.comprensivosedico-sospirolo.gov.it;12.0757875;46.1404933
32030;BLIC83300P;BLAA83303N;IC  FELTRE;MUGNAI;FELTRE;SCUOLA INFANZIA;BLIC83300P@istruzione.it;VIA SCUOLE 53;BELLUNO;VENETO;www.comprensivofeltre.it;11.9467118;46.0737975
35030;PDIC85100E;PDIC85100E;IST. COMPR. RUBANO - BUONARROTI;IST. COMPR. RUBANO - BUONARROTI;RUBANO;ISTITUTO COMPRENSIVO;PDIC85100E@istruzione.it;VIALE PO 20;PADOVA;VENETO;Non Disponibile;11.8177586;45.4215286
31040;TVIC83700A;TVAA837028;IC GIAVERA DEL MONTELLO;ARCOBALENO;GIAVERA DEL MONTELLO;SCUOLA INFANZIA;TVIC83700A@istruzione.it;VIA BOLE' 20;TREVISO;VENETO;www.icgiavera.it;12.1637669;45.7938005
45011;ROMM052008;ROCT702003;CPIA DI ROVIGO;C.T.P. ADRIA;ADRIA;CENTRO TERRITORIALE;ROMM052008@istruzione.it;VIA UMBERTO I;ROVIGO;VENETO;Non Disponibile;12.0616836;45.0515111
31015;TVIC867006;TVEE86704B;IC CONEGLIANO 2 GB CIMA;J.F. KENNEDY;CONEGLIANO;SCUOLA PRIMARIA;TVIC867006@istruzione.it;VIA KENNEDY 10;TREVISO;VENETO;www.icconegliano2cima.gov.it;12.1860954;45.881841
32034;BLIC814009;BLEE81401B;IC  PEDAVENA F. BERTON;SC. ELEM. A.RECH PEDAVENA;PEDAVENA;SCUOLA PRIMARIA;BLIC814009@istruzione.it;VIA U. FOSCOLO  1;BELLUNO;VENETO;www.comprensivopedavena.it;11.877697;46.03839
37131;VRRH02000X;VRRH020022;ANGELO BERTI;CASA CIRCONDARIALE DI VERONA;VERONA;IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE;VRRH02000X@istruzione.it;VIA S.MICHELE 15;VERONA;VENETO;www.bertivr.it;11.0443579;45.4426369
35013;PDTD04000D;PDTD04000D;ITCG GIRARDI -CITTADELLA;ITCG GIRARDI -CITTADELLA;CITTADELLA;IST TEC COMMERCIALE E PER GEOMETRI;PDTD04000D@istruzione.it;VIA KENNEDY29;PADOVA;VENETO;www.girardicittadella.gov.it;11.6650998;45.2346049
36025;VIIC83300A;VIMM83301B;IC NOVENTA VIC. A.FOGAZZARO;SEC. PRIMO GRADO A. FOGAZZARO;NOVENTA VICENTINA;SCUOLA PRIMO GRADO;VIIC83300A@istruzione.it;VIA  G. MARCONI N. 13;VICENZA;VENETO;www.icsfogazzaronoventa.gov.it;11.4353191;45.4936043
35143;PDIS00600R;PDTA006501;IIS DUCA DEGLI ABRUZZI-PADOVA;CORSO SERALE ITA;PADOVA;ISTITUTO TECNICO AGRARIO;PDIS00600R@istruzione.it;VIA M.MERLIN 1;PADOVA;VENETO;www.ducabruzzi.gov.it;11.83435;45.39391
31045;TVIC88100C;TVEE88102G;IC MOTTA DI LIVENZA;A. MANZONI;MOTTA DI LIVENZA;SCUOLA PRIMARIA;TVIC88100C@istruzione.it;VIA CORRADO GINI 20;TREVISO;VENETO;icmottadilivenza.gov.it;12.61384;45.78829
31048;TVIC832007;TVAA832025;IC SAN BIAGIO DI CALLALTA;SCUOLA INFANZIA;SAN BIAGIO DI CALLALTA;SCUOLA INFANZIA;TVIC832007@istruzione.it;VIA MATTEOTTI 38;TREVISO;VENETO;icsanbiagio.gov.it;12.34718;45.66846
36078;VIIC82800V;VIEE828044;IC 1 VALDAGNO;VALDAGNO  - VIA BORNE;VALDAGNO;SCUOLA PRIMARIA;VIIC82800V@istruzione.it;VIA BOLIVIA 1;VICENZA;VENETO;www.icvaldagno1.it;11.2967785;45.64124
36032;VIIC88700P;VIIC88700P;IC GALLIO;IC GALLIO;GALLIO;ISTITUTO COMPRENSIVO;VIIC88700P@istruzione.it;VIA ROMA 1;VICENZA;VENETO;Non Disponibile;11.5491918;45.8924437
31021;TVIC87800L;TVEE87801P;IC MOGLIANO 1;AMERIGO VESPUCCI;MOGLIANO VENETO;SCUOLA PRIMARIA;TVIC87800L@istruzione.it;VIA CHIESA 8;TREVISO;VENETO;www.istitutocomprensivo1moglianoveneto.it;12.26892;45.5794868
36100;VIIC86200A;VIMM86201B;IC VICENZA 9   VIA BELLINI;SMS G.AMBROSOLI;VICENZA;SCUOLA PRIMO GRADO;VIIC86200A@istruzione.it;VIA BELLINI 106;VICENZA;VENETO;www.icvicenza9.gov.it;11.514275;45.5415494
37141;VRIC88800V;VRAA88801Q;IC VR 17 MONTORIO;MONTORIO;VERONA;SCUOLA INFANZIA;VRIC88800V@istruzione.it;VIA DEI CEDRI;VERONA;VENETO;vric88800v@istruzione.it;11.062268;45.4590504
45024;ROIC810005;ROIC810005;FIESSO UMBERTIANO;FIESSO UMBERTIANO;FIESSO UMBERTIANO;ISTITUTO COMPRENSIVO;ROIC810005@istruzione.it;VIA VERDI194;ROVIGO;VENETO;Non Disponibile;11.6049438;44.9611388
45010;ROIC807009;ROMM80702B;ISTITUTO COMPRENSIVO VILLADOSE;C.GOLDONI - CEREGNANO;CEREGNANO;SCUOLA PRIMO GRADO;ROIC807009@istruzione.it;VIA ALDO MORO 1;ROVIGO;VENETO;www.icvilladose.gov.it;12.241559;45.08035
30122;VEIS00800E;VEIS00800E;VENDRAMIN CORNER;VENDRAMIN CORNER;VENEZIA;ISTITUTO SUPERIORE;VEIS00800E@istruzione.it;CASTELLO 787/A;VENEZIA;VENETO;Non Disponibile;12.3587;45.43081
36020;VIIC814001;VIAA81401T;IC A. PALLADIO - POIANA;SAN GAETANO THIENE- AGUGLIARO;AGUGLIARO;SCUOLA INFANZIA;VIIC814001@istruzione.it;VIA ROMA 11;VICENZA;VENETO;icspojana.gov.it;11.5890595;45.3622604
36060;VIIC88900A;VIIC88900A;IC - ROMANO D'EZZELINO;IC - ROMANO D'EZZELINO;ROMANO D'EZZELINO;ISTITUTO COMPRENSIVO;VIIC88900A@istruzione.it;VIA VELO67;VICENZA;VENETO;Non Disponibile;11.7651517;45.7809744
30038;VEIC86000B;VEEE86004L;I.C. SPINEA 1;A. VIVALDI- TEMPO PIENO;SPINEA;SCUOLA PRIMARIA;VEIC86000B@istruzione.it;VIA FORNASE 55/D;VENEZIA;VENETO;www.istitutocomprensivospinea1.gov.it;12.1615615;45.4767162
30020;VEIC825004;VEIC825004;IPPOLITO NIEVO;IPPOLITO NIEVO;CINTO CAOMAGGIORE;ISTITUTO COMPRENSIVO;VEIC825004@istruzione.it;VIA TORINO N. 4;VENEZIA;VENETO;Non Disponibile;12.2786823;45.5583704
32020;BLIC82700B;BLEE82705N;IC ALLEGHE;DON TALAMINI- SELVA DI CADORE;SELVA DI CADORE;SCUOLA PRIMARIA;BLIC82700B@istruzione.it;VIA DEI DENEVER 21 - S.FOSCA;BELLUNO;VENETO;www.iciauri.it;12.063607;46.443608
35010;PDIC83900X;PDEE839012;LOREGGIA-VILLA DEL CONTE;LOREGGIA - GANZINA;LOREGGIA;SCUOLA PRIMARIA;PDIC83900X@istruzione.it;VIA LOREGGIOLA N. 2;PADOVA;VENETO;WWW.ICLOREGGIAVILLADELCONTE.IT;11.9346919;45.5997934
36040;VIIC85200Q;VIAA85204Q;IC ARSIERO  P.MAROCCO;IC ARSIERO -VALDASTICO;VALDASTICO;SCUOLA INFANZIA;VIIC85200Q@istruzione.it;VIA REGINA MARGHERITA   34;VICENZA;VENETO;http://www.icarsiero.gov.it;11.3624428;45.8862377
36016;VIIC88300B;VIIC88300B;IC THIENE;IC THIENE;THIENE;ISTITUTO COMPRENSIVO;VIIC88300B@istruzione.it;PIAZZA  SCALCERLE 8;VICENZA;VENETO;Non Disponibile;11.4810458;45.7036012
35010;PDIC86400L;PDMM86401N;DI VILLAFRANCA PADOVANA;ITALO CALVINO;VILLAFRANCA PADOVANA;SCUOLA PRIMO GRADO;PDIC86400L@istruzione.it;VIA BALLA N. 50;PADOVA;VENETO;www.icvillafranca.it;11.818752;45.45867
